"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary","raise_period"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Outsource","5 - 10 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","27.000 - 27.999","1"
"Junior","Back-end Developer",".Net, Python, Django","0 - 1 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası","16.000 - 16.999","3"
"Middle","Mobile Application Developer (iOS)","Swift","5 - 7 Yıl","Erkek","Outsource","20 - 50 Kişi","Remote","Ağrı","₺ - Türk Lirası","45.000 - 45.999","2"
"Junior","Data Scientist","Python, SQL","0 - 1 Yıl","Erkek","Banka","250+","Remote","İzmir","₺ - Türk Lirası","21.000 - 21.999","1"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Senior","Back-end Developer","Java","10 - 12 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","* Almanya","€ - Euro","3.000 - 3.999","1"
"Middle","Full Stack Developer",".Net, Vue","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","QA / Manuel Test",".Net, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","17.000 - 17.999","2"
"Senior","CTO","NodeJS, React, React Native","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Remote","İzmir","₺ - Türk Lirası","29.000 - 29.999","1"
"Senior","Team / Tech Lead","Java, .Net, Swift, Objective C, React Native","3 - 5 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","4"
"Senior","Front-end Developer","React","5 - 7 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","38.000 - 38.999","1"
"Senior","Embedded Software Developer","C / C++","7 - 10 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","36.000 - 36.999","2"
"Junior","Full Stack Developer","Java, .Net","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","8.000 - 8.999","2"
"Middle","Product Owner","Go, Vue","3 - 5 Yıl","Kadın","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","3 - 5 Yıl","Erkek","Bahis & Şans Oyunları","20 - 50 Kişi","Hibrit (Ofis + Remote)","* İspanya","€ - Euro","3.000 - 3.999","1"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","21.000 - 21.999","3"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","33.000 - 33.999","2"
"Senior","Software Development Manager / Engineering Manager","Sap","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","52.000 - 52.999","2"
"Junior","QA / Automation","JavaScript | Html | Css","0 - 1 Yıl","Erkek","Startup","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","15.000 - 15.999","2"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Mobile Application Developer (Android)","Kotlin","1 - 3 Yıl","Erkek","Outsource","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","12.000 - 12.999","2"
"Middle","Full Stack Developer",".Net, React","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Remote","* Almanya","€ - Euro","3.000 - 3.999","1"
"Senior","Team / Tech Lead",".Net, Go, JavaScript | Html | Css","10 - 12 Yıl","Erkek","Fintech","250+","Remote","Ordu","₺ - Türk Lirası","48.000 - 48.999","2"
"Senior","Software Architect","NodeJS, JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","60.000 - 60.999","2"
"Junior","Front-end Developer","Java, NodeJS, Python, React","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 20 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","13.000 - 13.999","1"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","13.000 - 13.999","1"
"Senior","Software Architect",".Net, NodeJS, Python, Swift, Objective C, C / C++, JavaScript | Html | Css, Angular, Ionic","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","1 - 5 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","10.000 - 10.999","1"
"Middle","Back-end Developer","Java, React, ","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Full Stack Developer","Python, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Yapay Zeka","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","23.000 - 23.999","2"
"Middle","DevOps Engineer","Python","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","23.000 - 23.999","1"
"Junior","Front-end Developer","React","1 - 3 Yıl","Erkek","Banka","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Junior","Product Manager","Python, ","1 - 3 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","28.000 - 28.999","3"
"Junior","Back-end Developer","Java, Go, Kotlin","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İzmir","₺ - Türk Lirası","36.000 - 36.999","2"
"Junior","Mobile Application Developer (Full Stack)","JavaScript | Html | Css, React, Flutter","1 - 3 Yıl","Erkek","Banka","50 - 100 Kişi","Remote","* İrlanda","€ - Euro","5.000 - 5.999","1"
"Junior","Back-end Developer","Java, .Net, Go, Kotlin","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası","37.000 - 37.999","3"
"Senior","Data Scientist","Python","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Middle","Mobile Application Developer (iOS)","Swift","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","27.000 - 27.999","2"
"Junior","Embedded Software Developer","Python, C / C++","1 - 3 Yıl","Erkek","Startup","1 - 5 Kişi","Ofis","Trabzon","₺ - Türk Lirası","8.000 - 8.999","1"
"Junior","DevOps Engineer",".Net, Go, Python, Azure DevOps, K8s, Docker","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","13.000 - 13.999","2"
"Middle","Product Owner","Pm tool","1 - 3 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","15.000 - 15.999","1"
"Junior","Database Administrator (DBA)","Python","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","13.000 - 13.999","2"
"Middle","ERP","SAP, ABAP","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","28.000 - 28.999","1"
"Middle","Mobile Application Developer (iOS)","Swift","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","23.000 - 23.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","1 - 3 Yıl","Erkek","Startup","250+","Remote","İzmir","₺ - Türk Lirası","20.000 - 20.999","2"
"Middle","Embedded Software Developer","Objective C","3 - 5 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Ofis","İzmir","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Project Manager","Java, C / C++","5 - 7 Yıl","Erkek","Outsource","20 - 50 Kişi","Ofis","Ankara","$ - Dolar","3.000 - 3.999","1"
"Senior","Full Stack Developer","Php, Python, JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","* Fransa","€ - Euro","4.000 - 4.999","1"
"Senior","Full Stack Developer",".Net, Php, NodeJS, JavaScript | Html | Css, React","15 Yıl ve üzeri","Erkek","Finans","10 - 20 Kişi","Remote","Çanakkale","$ - Dolar","4.000 - 4.999","1"
"Senior","Full Stack Developer",".Net, React","10 - 12 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","38.000 - 38.999","1"
"Senior","Full Stack Developer","Java, .Net, NodeJS, JavaScript | Html | Css, React","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","52.000 - 52.999","2"
"Middle","Full Stack Developer","NodeJS, Python, Vue","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","12.000 - 12.999","1"
"Junior","Full Stack Developer","Java, React","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","35.000 - 35.999","1"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Startup","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Team / Tech Lead","Java, .Net","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Junior","QA / Manuel Test","Linux","1 - 3 Yıl","Erkek","Telekonumikasyon","250+","Remote","İstanbul","₺ - Türk Lirası","12.000 - 12.999","2"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","£ - Sterlin","1.000 - 1.999","2"
"Senior","Mobile Application Developer (Full Stack)","Flutter","10 - 12 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İzmir","$ - Dolar","3.000 - 3.999","1"
"Senior","Product Manager",".Net, Python, React","15 Yıl ve üzeri","Erkek","Fintech","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","37.000 - 37.999","1"
"Senior","Mobile Application Developer (Full Stack)","Java, .Net, Kotlin, Swift","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","62.000 - 62.999","2"
"Senior","Back-end Developer",".Net","10 - 12 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","Niğde","₺ - Türk Lirası","37.000 - 37.999","1"
"Middle","Back-end Developer","Php","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Middle","Front-end Developer","Angular","1 - 3 Yıl","Erkek","Startup","250+","Remote","İstanbul","₺ - Türk Lirası","34.000 - 34.999","4"
"Junior","Front-end Developer","Java, NodeJS, Python, React","1 - 3 Yıl","Erkek","Startup","1 - 5 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Team / Tech Lead","Java, JavaScript | Html | Css, Vue","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","80.000 - 84.999","2"
"Middle","Full Stack Developer","Java, Go, Kotlin, React","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Middle","Data Analyst","Python","1 - 3 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","15.000 - 15.999","3"
"Junior","Back-end Developer",".Net, Python","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Kocaeli ","₺ - Türk Lirası","16.000 - 16.999","3"
"Senior","Team / Tech Lead","Python","10 - 12 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","61.000 - 61.999","2"
"Middle","Project Manager","Java","15 Yıl ve üzeri","Erkek","Startup","20 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Senior","Back-end Developer","Go, JavaScript | Html | Css","10 - 12 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","67.000 - 67.999","2"
"Junior","Back-end Developer","Abap","0 - 1 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","9.000 - 9.999","1"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","42.000 - 42.999","2"
"Junior","Game Developer",".Net, Unity","1 - 3 Yıl","Erkek","Oyun","10 - 20 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","21.000 - 21.999","2"
"Senior","Back-end Developer",".Net","10 - 12 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Senior","Mobile Application Developer (Full Stack)","Flutter","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","18.000 - 18.999","2"
"Senior","Full Stack Developer",".Net, Php, NodeJS, React, Vue, Angular, Flutter, React Native","10 - 12 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","25.000 - 25.999","1"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","28.000 - 28.999","2"
"Junior","Full Stack Developer","Php, JavaScript | Html | Css, Angular","0 - 1 Yıl","Erkek","Startup","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","8.000 - 8.999","1"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","20.000 - 20.999","2"
"Middle","Back-end Developer","Java, React","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","28.000 - 28.999","2"
"Senior","Full Stack Developer","NodeJS, JavaScript | Html | Css, React, Angular","12 - 14 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","* İngiltere","£ - Sterlin","3.000 - 3.999","1"
"Middle","Mobile Application Developer (Android)","Go, Kotlin","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","51.000 - 51.999","1"
"Junior","QA / Manuel Test","Sql ","1 - 3 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","15.000 - 15.999","2"
"Senior","Mobile Application Developer (Full Stack)","Flutter","3 - 5 Yıl","Erkek","Startup","1 - 5 Kişi","Remote","İstanbul","€ - Euro","4.000 - 4.999","2"
"Senior","Team / Tech Lead","Java","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","75.000 - 79.999","3"
"Junior","Salesforce Developer","Apex","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","1"
"Middle","Cyber Security ","Java, .Net, NodeJS, Go, Python, C / C++, JavaScript | Html | Css, Angular, React Native, Unity, Unreal, Burpsuite, wireshark","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","$ - Dolar","7.000 - 7.999","1"
"Senior","Team / Tech Lead",".Net","12 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","56.000 - 56.999","2"
"Senior","Front-end Developer","NodeJS, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İzmir","₺ - Türk Lirası","67.000 - 67.999","2"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","24.000 - 24.999","2"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css, React, SharePoint","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Mobile Application Developer (Full Stack)","Flutter","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","37.000 - 37.999","2"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","75.000 - 79.999","1"
"Senior","Software Architect",".Net, React","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","68.000 - 68.999","1"
"Junior","SAP/ABAP","Sap","1 - 3 Yıl","Kadın","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","15.000 - 15.999","2"
"Middle","Computer Vision Engineer ","Python","3 - 5 Yıl","Erkek","Savunma","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası","56.000 - 56.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","15.000 - 15.999","1"
"Junior","Data Scientist","R","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","İstanbul","$ - Dolar","2.000 - 2.999","2"
"Senior","SAP/ABAP","SAP","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","1"
"Senior","Software Architect","Sap ","7 - 10 Yıl","Erkek","Startup","1 - 5 Kişi","Remote","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","Full Stack Developer",".Net, React","1 - 3 Yıl","Erkek","Kurumsal","1 - 5 Kişi","Ofis","İzmir","₺ - Türk Lirası","15.000 - 15.999","1"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Fintech","20 - 50 Kişi","Remote","Kocaeli","₺ - Türk Lirası","23.000 - 23.999","1"
"Middle","Full Stack Developer",".Net, Angular, Flutter","1 - 3 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Ofis","İzmir","₺ - Türk Lirası","23.000 - 23.999","2"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Remote","İzmir","₺ - Türk Lirası","33.000 - 33.999","1"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Ofis","Sakarya","₺ - Türk Lirası","28.000 - 28.999","2"
"Middle","Full Stack Developer","Php, Vue","3 - 5 Yıl","Erkek","Kurumsal","10 - 20 Kişi","Ofis","Tekirdağ","₺ - Türk Lirası","10.000 - 10.999","2"
"Middle","Front-end Developer","NodeJS, Python, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası","44.000 - 44.999","2"
"Senior","Back-end Developer","C / C++","5 - 7 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Full Stack Developer","Php, NodeJS, Vue","12 - 14 Yıl","Kadın","Dijital / Reklam Ajansı","1 - 5 Kişi","Hibrit (Ofis + Remote)","Bursa","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","Front-end Developer","NodeJS, JavaScript | Html | Css, Vue","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","$ - Dolar","3.000 - 3.999","1"
"Senior","Full Stack Developer",".Net, Python, JavaScript | Html | Css, React, React Native","10 - 12 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","22.000 - 22.999","2"
"Senior","Mobile Application Developer (Full Stack)","Flutter","3 - 5 Yıl","Erkek","Outsource","10 - 20 Kişi","Remote","İzmir","₺ - Türk Lirası","37.000 - 37.999","2"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Kadın","Startup","20 - 50 Kişi","Remote","Ankara","₺ - Türk Lirası","26.000 - 26.999","2"
"Middle","Embedded Software Developer","C / C++","1 - 3 Yıl","Erkek","Kobi","10 - 20 Kişi","Ofis","konya","₺ - Türk Lirası","13.000 - 13.999","1"
"Senior","Full Stack Developer","Java, .Net, Flutter, Delphi","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","46.000 - 46.999","1"
